Waste type,Initial pH ,Initial carbon to nitrogen,Initial moisture content (%),Compost time (day),pH,Temperature (℃),Moisture content (%),EC（ms/cm-1）,Ammonia(mg/kg,Nitrate(mg/kg),Total nitrogen (%),Change in total organiz carbon (%),Change in organic matter content (%),C/N,GI (%),NH4+-N (g/Kg),NO3--N (g/Kg),CO2 (g/Kg),CH4 (g/Kg),N2O (g/Kg),NH3 (g/Kg)
sludge waste composting,6.2907,25.3008,65.0002,0.0,15.453,65.0002,6.2907,2.5391,478.6,40.314,1.9046,48.18790368,70.7071,25.3008,51.92,,,,,,
sludge waste composting,6.2907,25.3008,65.0002,4.0,37.382,59.5307,6.8513,2.97715,951.65,82.524,1.8091,42.00078924,67.1561,23.2164,58.244,,,,,,
sludge waste composting,6.2907,25.3008,65.0002,9.0,22.992,56.675,7.9708,2.81619,793.14,101.642,1.804,40.6426768,63.7542,22.5292,68.016,,,,,,
sludge waste composting,6.2907,25.3008,65.0002,15.0,15.7,54.4306,8.0387,2.693,705.83,110.718,1.8177,40.46981811,62.8338,22.2643,64.063,,,,,,
sludge waste composting,6.2907,25.3008,65.0002,21.0,13.054,53.8079,8.2696,2.56126,684.71,117.419,1.8164,40.4321558,62.6305,22.2595,72.641,,,,,,
sludge waste composting,6.2907,25.3008,65.0002,27.0,12.255,53.1058,8.2982,2.39295,678.84,119.373,1.8144,40.2016608,62.8669,22.157,68.688,,,,,,
sludge waste composting,6.2907,25.3008,65.0002,32.0,12.083,52.0152,8.3026,2.43253,678.2,118.336,1.8131,39.98828312,62.6013,22.0552,75.435,,,,,,
sludge waste composting,6.2907,25.3008,65.0002,39.0,11.284,51.5406,8.4084,2.36856,692.6,119.138,1.8118,39.9492841,62.7001,22.0495,78.569,,,,,,
sludge waste composting,6.3667,25.3008,65.6926,0.0,15.453,65.6926,6.3667,2.5391,478.6,40.314,1.9039,48.17019312,70.7071,25.3008,51.92,,,,,,
sludge waste composting,6.3667,25.3008,65.6926,4.0,48.972,60.2231,7.6885,3.31758,1160.39,62.364,1.8237,40.44164172,65.3372,22.1756,64.102,,,,,,
sludge waste composting,6.3667,25.3008,65.6926,9.0,33.653,59.7519,7.9834,2.89761,991.72,98.688,1.7931,37.36497642,61.7166,20.8382,79.329,,,,,,
sludge waste composting,6.3667,25.3008,65.6926,15.0,20.645,58.5848,7.1253,3.21102,919.68,85.823,1.7849,36.08246746,58.6859,20.2154,72.145,,,,,,
sludge waste composting,6.3667,25.3008,65.6926,21.0,16.919,58.5003,7.1278,3.19019,837.43,75.324,1.8325,36.0229185,57.027,19.6578,76.882,,,,,,
sludge waste composting,6.3667,25.3008,65.6926,27.0,14.573,57.8751,6.6237,3.07371,836.68,70.76,1.8182,34.60925518,56.027,19.0349,73.136,,,,,,
sludge waste composting,6.3667,25.3008,65.6926,32.0,13.475,57.323,6.755,2.91352,830.96,72.095,1.8203,34.04980368,55.4709,18.7056,70.383,,,,,,
sludge waste composting,6.3667,25.3008,65.6926,39.0,13.138,57.6943,6.5184,2.88656,835.17,69.931,1.8185,34.3609212,54.8414,18.8952,67.658,,,,,,
sludge waste composting,6.5217,30.0,54.586,1.0,46.772,54.586,6.5217,4.3,358.2,129.68,1.186366667,35.591,61.358884,30.0,0.582,,,,,,
sludge waste composting,6.5217,30.0,54.586,3.0,59.697,62.574,7.2867,2.9,339.6,169.54,0.882566667,26.477,45.646348,30.0,22.014,,,,,,
sludge waste composting,6.5217,30.0,54.586,7.0,52.406,41.539,7.2504,2.5667,339.6,164.75,0.7516,22.548,38.872752,30.0,17.959,,,,,,
sludge waste composting,6.5217,30.0,54.586,14.0,50.749,27.81,7.3655,3.2333,414.2,165.01,0.750350732,20.859,35.960916,27.799,31.693,,,,,,
sludge waste composting,6.5217,30.0,54.586,21.0,26.722,24.601,7.7476,3.05,153.0,165.28,0.606299213,20.713,35.709212,34.163,70.507,,,,,,
sludge waste composting,6.5217,30.0,54.586,35.0,24.568,26.17,7.783,3.0,41.0,230.44,0.96985457,20.14,34.72136,20.766,88.268,,,,,,
sludge waste composting,6.5217,30.0,54.586,49.0,29.207,34.752,7.4718,3.3,59.7,598.95,0.738248354,19.286,33.249064,26.124,82.165,,,,,,
sludge waste composting,6.5217,30.0,54.586,63.0,22.082,37.684,7.7958,2.9333,41.0,992.3,0.726423544,17.031,29.361444,23.445,113.681,,,,,,
sludge waste composting,6.5217,30.0,54.586,84.0,16.945,38.48,7.3399,2.55,59.7,1564.92,0.682481922,14.629,25.220396,21.435,97.852,,,,,,
sludge waste composting,6.5217,30.0,54.586,120.0,10.317,45.13,6.8543,2.2,3.7,1730.4,0.672300152,11.934,20.574216,17.751,138.612,,,,,,
sludge waste composting,6.89037,23.892,60.793,1.0,21.115,60.793,6.89037,0.83716,519.56,15.2,1.8328,43.424,75.4926801,23.892,50.157,,,,,,
sludge waste composting,6.89037,23.892,60.793,5.0,56.334,59.984,6.38475,1.20935,565.65,15.943,1.84333,42.515,74.46139646,23.431,52.932,,,,,,
sludge waste composting,6.89037,23.892,60.793,9.0,56.487,55.461,6.648,1.28437,649.24,19.08,1.98251,34.962,62.71749685,18.35,46.866,,,,,,
sludge waste composting,6.89037,23.892,60.793,13.0,33.264,54.122,6.74144,1.35232,464.97,23.125,2.17395,31.224,56.39449782,15.047,69.734,,,,,,
sludge waste composting,6.89037,23.892,60.793,17.0,25.236,53.314,6.84432,1.22215,318.2,27.913,2.24478,29.658,53.35182993,13.786,86.174,,,,,,
sludge waste composting,6.89037,23.892,60.793,21.0,23.7,52.771,6.91417,1.16509,292.87,28.903,2.26336,26.645,49.56752063,12.703,88.748,,,,,,
sludge waste composting,6.51301,34.463,49.584,1.0,21.246,49.584,6.51301,0.85839,453.49,14.21,1.22174,41.187,72.58871937,34.463,45.133,,,,,,
sludge waste composting,6.51301,34.463,49.584,5.0,58.282,48.178,6.59702,1.29662,467.43,15.118,1.21619,41.002,72.03671907,34.357,44.09,,,,,,
sludge waste composting,6.51301,34.463,49.584,9.0,47.267,45.712,6.5678,1.24664,606.38,16.191,1.29507,34.896,61.59797906,27.589,53.295,,,,,,
sludge waste composting,6.51301,34.463,49.584,13.0,28.979,44.837,6.74145,1.12826,447.11,19.163,1.38596,30.895,56.11733191,23.486,68.127,,,,,,
sludge waste composting,6.51301,34.463,49.584,17.0,23.418,44.028,6.68865,1.17498,450.34,21.061,1.47292,28.737,51.92643362,20.449,82.757,,,,,,
sludge waste composting,6.51301,34.463,49.584,21.0,24.09,43.087,6.76794,1.12263,421.43,22.795,1.45531,28.684,51.70704205,20.609,85.532,,,,,,
sludge waste composting,6.71583,30.377,55.885,1.0,22.414,55.885,6.71583,0.83717,512.43,14.21,1.41069,42.569,73.87776194,30.377,56.186,,,,,,
sludge waste composting,6.71583,30.377,55.885,5.0,56.594,54.744,6.87531,1.25417,528.15,15.2,1.41318,41.002,72.23452047,29.649,52.53,,,,,,
sludge waste composting,6.71583,30.377,55.885,9.0,48.176,50.487,6.80837,1.38579,709.95,16.108,1.53223,32.199,58.09328692,21.992,43.047,,,,,,
sludge waste composting,6.71583,30.377,55.885,13.0,32.226,48.617,6.8971,1.26977,456.04,21.061,1.63123,28.856,52.80825248,18.778,71.141,,,,,,
sludge waste composting,6.71583,30.377,55.885,17.0,23.288,47.941,6.91034,1.31413,486.06,29.068,1.74224,26.369,49.41258157,16.451,89.388,,,,,,
sludge waste composting,6.71583,30.377,55.885,21.0,23.571,47.597,6.99908,1.27829,410.73,34.186,1.78494,25.394,47.0170974,15.279,90.556,,,,,,
sludge waste composting,6.43753,34.907,60.594,1.0,22.154,60.594,6.43753,0.86311,217.77,14.375,1.12928,38.358,67.95969548,34.907,55.487,,,,,,
sludge waste composting,6.43753,34.907,60.594,5.0,59.191,61.311,6.11587,0.98293,206.72,15.366,1.15185,37.647,66.46238543,33.469,49.434,,,,,,
sludge waste composting,6.43753,34.907,60.594,9.0,50.124,56.125,6.25177,1.10513,304.6,18.172,1.12222,31.673,57.15705717,29.543,42.58,,,,,,
sludge waste composting,6.43753,34.907,60.594,13.0,30.797,55.449,6.33578,1.15656,389.97,20.153,1.18095,29.514,53.96509745,26.506,65.796,,,,,,
sludge waste composting,6.43753,34.907,60.594,17.0,23.287,54.044,6.47638,1.24337,332.49,20.979,1.23977,28.145,51.1107729,23.913,74.98,,,,,,
sludge waste composting,6.43753,34.907,60.594,21.0,23.701,53.566,6.40945,1.27594,342.86,20.071,1.27438,26.908,49.76714893,22.652,74.942,,,,,,
sludge waste composting,6.71585,29.222,50.977,1.0,23.323,50.977,6.71585,0.88669,317.78,15.035,1.43883,41.319,72.48642521,29.222,48.671,,,,,,
sludge waste composting,6.71585,29.222,50.977,5.0,58.023,50.102,7.21023,1.38387,510.29,15.943,1.40916,40.015,70.08795458,28.85,46.628,,,,,,
sludge waste composting,6.71585,29.222,50.977,9.0,52.072,48.232,7.11027,1.40701,679.6,15.2,1.56442,31.541,56.91875593,21.104,41.778,,,,,,
sludge waste composting,6.71585,29.222,50.977,13.0,26.121,45.699,6.86408,1.16836,489.98,22.052,1.67143,28.001,50.78147317,17.623,65.597,,,,,,
sludge waste composting,6.71585,29.222,50.977,17.0,25.496,44.89,6.7877,1.12073,280.71,31.132,1.74626,25.316,46.85322451,15.563,88.813,,,,,,
sludge waste composting,6.71585,29.222,50.977,21.0,23.96,44.347,6.82456,1.15329,205.37,37.983,1.84124,23.092,44.27193086,13.947,95.39,,,,,,
sludge waste composting,6.82433,25.491,54.624,1.0,21.375,54.624,6.82433,0.88669,403.5,17.182,1.7685,44.608,77.71935695,25.491,48.871,,,,,,
sludge waste composting,6.82433,25.491,54.624,5.0,62.828,53.75,7.34229,1.33906,542.44,15.2,1.72675,42.976,75.30409243,25.296,51.839,,,,,,
sludge waste composting,6.82433,25.491,54.624,9.0,55.189,49.757,7.05838,1.43531,743.88,19.163,2.04283,33.054,58.68088009,16.662,56.814,,,,,,
sludge waste composting,6.82433,25.491,54.624,13.0,28.589,48.02,6.96314,1.35938,454.25,20.153,2.21817,28.067,50.74613981,13.27,64.794,,,,,,
sludge waste composting,6.82433,25.491,54.624,17.0,25.236,46.814,7.10846,1.2646,241.42,34.104,2.26893,24.724,45.23806248,11.565,61.348,,,,,,
sludge waste composting,6.82433,25.491,54.624,21.0,24.61,45.342,7.05097,1.20989,189.29,40.873,2.32766,22.236,42.42021621,10.571,66.722,,,,,,
sludge waste composting,6.78186,29.488,58.936,1.0,19.428,58.936,6.78186,0.8584,207.07,17.017,1.39867,40.595,71.10462318,29.488,43.458,,,,,,
sludge waste composting,6.78186,29.488,58.936,5.0,48.672,59.786,6.01683,1.04661,187.08,18.007,1.36894,38.568,67.87747168,28.761,51.238,,,,,,
sludge waste composting,6.78186,29.488,58.936,9.0,52.851,58.048,6.14328,1.0721,268.87,15.118,1.37147,32.199,57.6704287,24.391,53.606,,,,,,
sludge waste composting,6.78186,29.488,58.936,13.0,28.199,56.245,6.38766,1.06222,322.12,19.08,1.45028,31.093,56.49888862,22.597,68.803,,,,,,
sludge waste composting,6.78186,29.488,58.936,17.0,24.976,54.508,6.52356,1.09479,293.2,17.182,1.34021,30.842,50.94238994,22.048,63.552,,,,,,
sludge waste composting,6.78186,29.488,58.936,21.0,23.441,54.031,6.43302,1.20283,321.44,17.925,1.21412,29.802,47.41387252,22.652,68.326,,,,,,
sludge waste composting,6.71111,23.27,49.915,1.0,21.765,49.915,6.71111,0.79706,303.49,16.274,1.83282,41.713,73.52811969,23.27,51.477,,,,,,
sludge waste composting,6.71111,23.27,49.915,5.0,56.204,50.168,7.37531,1.20463,378.15,15.118,1.86344,37.252,66.71224025,20.766,45.826,,,,,,
sludge waste composting,6.71111,23.27,49.915,9.0,43.89,48.298,7.12442,1.1971,433.16,14.953,1.84178,33.252,60.24043928,18.972,60.221,,,,,,
sludge waste composting,6.71111,23.27,49.915,13.0,26.252,45.765,7.10464,1.23203,357.82,17.182,1.98902,31.093,56.16474539,16.379,60.383,,,,,,
sludge waste composting,6.71111,23.27,49.915,17.0,25.366,44.824,6.99997,1.35422,280.7,16.108,2.09602,30.053,53.6682735,14.852,71.371,,,,,,
sludge waste composting,6.71111,23.27,49.915,21.0,23.441,44.612,6.91887,1.34198,346.43,16.108,2.13871,29.473,53.38972986,14.48,77.948,,,,,,
sludge waste composting,6.71112,33.486,54.956,1.0,20.207,54.956,6.71112,0.82065,167.77,15.035,1.16142,38.226,67.04861865,33.486,48.269,,,,,,
sludge waste composting,6.71112,33.486,54.956,5.0,53.347,55.806,6.05455,1.00652,174.58,17.017,1.18401,36.463,64.14575457,31.425,51.439,,,,,,
sludge waste composting,6.71112,33.486,54.956,9.0,30.124,54.4,6.18573,1.02258,220.67,16.274,1.0579,33.778,60.36113348,33.096,56.612,,,,,,
sludge waste composting,6.71112,33.486,54.956,13.0,24.953,53.061,6.32162,1.05279,302.47,16.026,1.06841,32.343,57.65821151,31.303,64.593,,,,,,
sludge waste composting,6.71112,33.486,54.956,17.0,25.626,51.921,6.42922,1.083,330.7,15.118,0.98646,30.843,55.32237351,32.53,60.746,,,,,,
sludge waste composting,6.71112,33.486,54.956,21.0,24.221,50.582,6.38586,1.06131,342.86,14.953,0.96485,30.395,54.23021244,32.602,66.922,,,,,,
sludge waste composting,6.85301,25.2447,55.3021,0.0,20.59,55.3021,6.85301,0.90011,448.82,13.082,2.20347,55.611,95.89911902,25.2447,51.79,,,,,,
sludge waste composting,6.85301,25.2447,55.3021,3.0,58.004,55.468,7.50988,1.41745,649.76,13.1,1.65047,51.099,87.94423369,30.9074,41.167,,,,,,
sludge waste composting,6.85301,25.2447,55.3021,6.0,58.105,45.4325,7.17724,1.42347,644.08,12.072,1.95389,38.714,67.44221324,20.0214,27.557,,,,,,
sludge waste composting,6.85301,25.2447,55.3021,9.0,45.395,44.8104,7.10613,1.33515,443.13,21.306,2.31763,34.344,59.40849117,14.8685,63.214,,,,,,
sludge waste composting,6.85301,25.2447,55.3021,12.0,26.217,44.4372,7.0562,1.25814,240.28,36.336,2.52858,33.095,57.29565455,13.1434,93.751,,,,,,
sludge waste composting,6.85301,25.2447,55.3021,15.0,25.324,44.3128,7.00392,1.20754,191.0,37.304,2.64715,32.411,56.42679023,12.3643,96.776,,,,,,
sludge waste composting,6.8648,25.0675,55.5095,0.0,20.59,55.5095,6.8648,0.89822,418.48,12.131,2.24251,55.611,96.91314189,25.0675,50.937,,,,,,
sludge waste composting,6.8648,25.0675,55.5095,3.0,60.119,56.1315,7.63003,1.47217,683.89,12.054,1.62917,50.46,87.30697658,31.0846,38.394,,,,,,
sludge waste composting,6.8648,25.0675,55.5095,6.0,59.971,46.096,7.34216,1.49139,704.74,13.402,2.00715,35.807,61.30487621,17.7165,26.064,,,,,,
sludge waste composting,6.8648,25.0675,55.5095,9.0,43.032,45.1836,7.0378,1.34834,490.52,24.062,2.28563,32.855,56.95885956,14.455,66.839,,,,,,
sludge waste composting,6.8648,25.0675,55.5095,12.0,28.208,44.9348,6.99023,1.20719,244.08,37.381,2.4753,31.179,53.8193855,12.6117,95.883,,,,,,
sludge waste composting,6.8648,25.0675,55.5095,15.0,24.826,44.6031,6.93325,1.17358,179.62,39.204,2.57254,30.709,53.52539607,12.0687,102.748,,,,,,
sludge waste composting,6.83415,24.9492,55.0948,0.0,20.59,55.0948,6.83415,0.89633,433.65,13.081,2.25675,55.611,97.06828064,24.9492,51.364,,,,,,
sludge waste composting,6.83415,24.9492,55.0948,3.0,60.118,54.1825,7.3379,1.33254,752.13,14.145,1.7287,53.226,91.93653451,30.8483,44.792,,,,,,
sludge waste composting,6.83415,24.9492,55.0948,6.0,60.22,44.3543,7.06651,1.43855,628.91,12.833,1.85436,40.913,70.80946573,22.1493,33.315,,,,,,
sludge waste composting,6.83415,24.9492,55.0948,9.0,33.206,43.2346,6.9789,1.36156,422.27,20.071,2.23942,36.897,63.79288311,16.5234,63.213,,,,,,
sludge waste composting,6.83415,24.9492,55.0948,12.0,25.098,42.8199,7.01144,1.26568,280.09,32.156,2.47173,33.803,58.27404334,13.6753,93.324,,,,,,
sludge waste composting,6.83415,24.9492,55.0948,15.0,23.831,42.032,7.06048,1.21321,230.81,35.119,2.4873,32.34,55.8066875,13.0143,96.99,,,,,,
sludge waste composting,7.0327,8.844,61.869,0.0,17.09,61.869,7.0327,7.1621,5554.0949,5645.0226,3.6189,32.0055516,68.778,8.844,4.044,,,,,,
sludge waste composting,7.0327,8.844,61.869,5.0,23.115,65.064,8.3647,7.8346,4831.2346,4253.8922,3.3257,32.99493484,63.258,9.9212,2.258,,,,,,
sludge waste composting,7.0327,8.844,61.869,10.0,21.325,62.69,9.1681,6.5604,983.3837,3767.0438,2.3436,32.32785276,59.729,13.7941,26.201,,,,,,
sludge waste composting,7.0327,8.844,61.869,15.0,22.797,64.158,8.9329,6.8025,816.2677,3719.3672,2.4524,31.59843828,60.633,12.8847,7.575,,,,,,
sludge waste composting,7.0327,8.844,61.869,20.0,18.094,62.285,8.4699,3.766,1325.3161,619.0285,2.6951,30.53144035,57.738,11.3285,23.563,,,,,,
sludge waste composting,7.0327,8.844,61.869,25.0,19.449,61.693,8.7358,3.9877,4567.5219,646.7103,2.8421,31.05647933,57.919,10.9273,86.331,,,,,,
sludge waste composting,6.5316,8.3212,59.253,0.0,9.515,59.253,6.5316,8.0022,5478.7092,5771.8329,3.8295,33.6030966,67.692,8.3212,2.642,,,,,,
sludge waste composting,6.5316,8.3212,59.253,5.0,22.182,63.449,6.1414,7.0969,5477.7609,3529.5202,4.0721,34.6617152,70.86,8.512,1.79,,,,,,
sludge waste composting,6.5316,8.3212,59.253,10.0,21.558,55.396,8.339,6.8062,5304.0359,4048.8634,3.8651,34.02872691,68.416,8.8041,5.617,,,,,,
sludge waste composting,6.5316,8.3212,59.253,15.0,23.612,59.202,8.9602,6.5361,4385.5333,3641.0139,3.0935,32.2119968,69.231,10.4128,40.786,,,,,,
sludge waste composting,6.5316,8.3212,59.253,20.0,19.957,59.167,8.4152,3.6635,4574.4518,560.2669,3.3745,35.10931035,60.0,10.4043,6.721,,,,,,
sludge waste composting,6.5316,8.3212,59.253,25.0,18.284,61.136,8.8178,4.2131,6871.8708,1380.5863,3.4832,33.23390784,60.814,9.5412,161.175,,,,,,
sludge waste composting,5.6478,10.7384,57.75,0.0,13.478,57.75,5.6478,8.658,5554.4655,5482.9643,3.5328,37.93661952,74.751,10.7384,8.255,,,,,,
sludge waste composting,5.6478,10.7384,57.75,5.0,16.589,57.77,5.3396,9.105,1001.1099,5602.3963,3.1727,36.90072189,70.769,11.6307,20.97,,,,,,
sludge waste composting,5.6478,10.7384,57.75,10.0,15.149,50.273,5.3139,10.8021,850.3643,6048.2334,3.0613,37.70205241,70.95,12.3157,28.07,,,,,,
sludge waste composting,5.6478,10.7384,57.75,15.0,18.718,61.875,5.2518,9.9582,866.1584,3798.9982,2.95,35.078745,73.032,11.8911,33.77,,,,,,
sludge waste composting,5.6478,10.7384,57.75,20.0,18.56,58.499,7.0667,7.5774,3616.5497,6017.5597,3.5564,39.54930184,61.991,11.1206,25.434,,,,,,
sludge waste composting,5.6478,10.7384,57.75,25.0,25.275,58.853,8.5991,6.7335,5165.4949,357.9801,3.6364,37.38364656,63.348,10.2804,54.054,,,,,,
sludge waste composting,7.1637,34.009,47.962,0.0,32.708,47.962,7.1637,1.716,865.93,277.3234,1.36632,46.236,79.561,34.009,26.009,,,,,,
sludge waste composting,7.1637,34.009,47.962,3.0,39.242,46.549,7.0879,2.4514,828.91,294.5084,0.97788,31.829,54.868,32.912,47.534,,,,,,
sludge waste composting,7.1637,34.009,47.962,7.0,52.309,45.755,7.5453,1.3226,1004.88,57.1905,1.0627,31.548,54.295,29.866,37.668,,,,,,
sludge waste composting,7.1637,34.009,47.962,14.0,35.684,44.031,7.1788,1.6338,1087.35,107.7176,1.24444,31.516,51.722,25.568,38.117,,,,,,
sludge waste composting,7.1637,34.009,47.962,21.0,33.311,44.167,7.3211,1.8667,1424.34,240.9453,1.40906,29.86,49.911,21.268,40.807,,,,,,
sludge waste composting,7.1637,34.009,47.962,27.0,25.619,42.753,7.1485,1.3295,1086.04,123.8251,1.72195,28.704,50.132,16.83,50.224,,,,,,
sludge waste composting,7.1637,34.009,47.962,34.0,23.004,40.874,8.2843,1.5402,1049.04,326.4794,1.63003,28.547,46.795,17.822,66.816,,,,,,
sludge waste composting,7.1637,34.009,47.962,40.0,17.969,37.601,8.5235,1.5389,638.0,717.2207,1.42973,26.515,45.525,19.093,86.099,,,,,,
sludge waste composting,7.0669,34.148,51.526,0.0,32.224,51.526,7.0669,1.6826,897.1,252.2521,1.30931,45.109,78.291,34.148,22.422,,,,,,
sludge waste composting,7.0669,34.148,51.526,3.0,38.276,49.183,7.3787,1.8375,912.02,177.1297,0.92087,31.579,53.343,34.304,40.359,,,,,,
sludge waste composting,7.0669,34.148,51.526,7.0,54.0,47.924,7.5453,1.6016,952.96,195.6567,1.01708,30.923,53.311,30.562,30.942,,,,,,
sludge waste composting,7.0669,34.148,51.526,14.0,38.1,47.749,7.4696,1.4663,1050.96,89.012,1.29575,29.767,51.245,22.782,37.22,,,,,,
sludge waste composting,7.0669,34.148,51.526,21.0,33.795,46.491,7.4665,1.9226,1336.04,245.3573,1.37486,29.235,50.705,21.825,43.946,,,,,,
sludge waste composting,7.0669,34.148,51.526,27.0,26.343,44.457,7.0759,1.0393,1086.02,189.3612,1.5509,28.203,48.893,18.501,58.744,,,,,,
sludge waste composting,7.0669,34.148,51.526,34.0,22.763,42.423,8.2116,1.6519,981.49,415.7573,1.64712,27.798,48.607,17.404,71.749,,,,,,
sludge waste composting,7.0669,34.148,51.526,40.0,20.866,39.461,8.5235,1.1482,773.06,682.5066,1.40694,25.641,45.525,19.093,86.996,,,,,,
sludge waste composting,6.873,38.743,59.428,0.0,32.224,59.428,6.873,1.5151,980.2,237.3189,1.18386,44.736,77.781,38.743,30.493,,,,,,
sludge waste composting,6.873,38.743,59.428,3.0,39.242,57.549,7.3787,1.8375,1005.52,207.147,1.01209,32.579,55.631,31.937,42.152,,,,,,
sludge waste composting,6.873,38.743,59.428,7.0,53.275,55.36,7.5695,1.5123,1020.48,218.4381,1.0684,31.797,54.836,30.145,21.525,,,,,,
sludge waste composting,6.873,38.743,59.428,14.0,37.618,49.608,7.3969,1.6672,1045.79,250.358,1.35276,28.391,48.956,20.972,45.291,,,,,,
sludge waste composting,6.873,38.743,59.428,21.0,30.896,48.66,7.1031,1.8667,1424.36,317.6327,1.28933,28.361,49.434,21.825,56.502,,,,,,
sludge waste composting,6.873,38.743,59.428,27.0,24.895,48.175,6.9304,1.2402,971.74,50.401,1.5167,28.704,49.402,18.362,72.197,,,,,,
sludge waste composting,6.873,38.743,59.428,34.0,22.038,45.367,8.3085,1.3505,830.85,750.9532,1.63572,27.422,47.335,16.43,84.753,,,,,,
sludge waste composting,6.873,38.743,59.428,40.0,21.591,41.01,8.6204,1.1481,440.58,715.1232,1.57794,25.39,42.982,16.169,90.583,,,,,,
sludge waste composting,5.7584,36.097,49.047,0.0,32.224,49.047,5.7584,1.85,580.22,268.4386,1.26369,46.236,79.561,36.097,7.623,,,,,,
sludge waste composting,5.7584,36.097,49.047,3.0,34.652,47.789,6.1672,2.6077,688.63,415.0998,0.9722,34.203,59.19,35.836,13.901,,,,,,
sludge waste composting,5.7584,36.097,49.047,7.0,51.343,46.839,5.9219,1.97,786.69,300.9614,0.98286,33.297,56.869,33.904,24.664,,,,,,
sludge waste composting,5.7584,36.097,49.047,14.0,41.241,45.426,6.4277,1.8123,853.58,278.1277,1.33566,30.89,53.535,23.339,31.839,,,,,,
sludge waste composting,5.7584,36.097,49.047,21.0,37.418,44.166,6.7881,2.0342,878.92,288.1384,1.18671,30.484,52.485,25.863,40.359,,,,,,
sludge waste composting,5.7584,36.097,49.047,27.0,30.691,43.683,6.7366,1.162,769.13,165.9141,1.49388,28.454,48.894,19.058,56.502,,,,,,
sludge waste composting,5.7584,36.097,49.047,34.0,24.454,43.043,8.0904,0.9598,628.26,339.8454,1.49886,28.423,49.116,19.215,68.61,,,,,,
sludge waste composting,5.7584,36.097,49.047,40.0,22.799,38.84,8.572,1.0365,554.88,615.8247,1.56658,26.641,46.033,17.561,81.166,,,,,,
sludge waste composting,8.133,39.718,51.061,0.0,32.224,51.061,8.133,1.7719,756.83,481.7836,1.10405,43.986,77.274,39.718,18.386,,,,,,
sludge waste composting,8.133,39.718,51.061,3.0,45.522,49.957,8.6386,2.563,875.66,253.3596,0.88666,30.954,53.597,35.418,38.117,,,,,,
sludge waste composting,8.133,39.718,51.061,7.0,56.898,48.544,8.5871,1.97,880.2,146.8927,0.92584,30.423,52.295,32.512,35.874,,,,,,
sludge waste composting,8.133,39.718,51.061,14.0,36.893,47.285,8.0268,2.4262,952.28,296.189,1.08479,29.892,52.008,28.213,43.498,,,,,,
sludge waste composting,8.133,39.718,51.061,21.0,33.313,46.801,7.8784,2.503,1039.94,403.5423,1.08409,28.86,50.45,27.255,56.054,,,,,,
sludge waste composting,8.133,39.718,51.061,27.0,27.792,45.697,7.8269,2.0663,857.46,419.3766,1.37415,28.077,48.894,21.008,64.574,,,,,,
sludge waste composting,8.133,39.718,51.061,34.0,24.211,43.663,8.9384,2.0649,763.33,236.821,1.36773,26.547,46.065,19.911,78.027,,,,,,
